pl_name,pl_discmethod,pl_orbper,pl_radj,pl_bmassj,pl_dens
HD 45350 b,Radial Velocity,963.60000000,,1.79000,
HD 45652 b,Radial Velocity,44.07300000,,0.43300,
HD 46375 b,Radial Velocity,3.02357300,,0.22600,
HD 47186 b,Radial Velocity,4.08450000,,0.07000,
HD 47186 c,Radial Velocity,1353.60000000,,0.35061,
HD 47536 b,Radial Velocity,712.13000000,,7.32000,
HD 48265 b,Radial Velocity,778.51000000,,1.52500,
HD 49674 b,Radial Velocity,4.94737000,,0.10000,
HD 50499 b,Radial Velocity,2447.10000000,,1.63600,
HD 50554 b,Radial Velocity,1293.00000000,,4.95400,
HD 52265 b,Radial Velocity,119.27000000,,1.21000,
HD 60532 b,Radial Velocity,201.90000000,,1.06000,
HD 163607 b,Radial Velocity,75.22030000,,0.78360,
HD 163607 c,Radial Velocity,1272.00000000,,2.20100,
HD 164509 b,Radial Velocity,280.17000000,,0.44300,
HD 164922 b,Radial Velocity,1207.00000000,,0.36497,
HD 164604 b,Radial Velocity,641.47200000,,1.99792,
HD 166724 b,Radial Velocity,5144.00000000,,3.53000,
HD 167042 b,Radial Velocity,420.77000000,,1.70000,
HD 168443 b,Radial Velocity,58.11247000,,7.65900,
HD 168443 c,Radial Velocity,1749.83000000,,17.19300,
HD 168746 b,Radial Velocity,6.40400000,,0.27000,
HD 169830 b,Radial Velocity,225.62000000,,2.88000,
HD 169830 c,Radial Velocity,2102.00000000,,4.04000,
HD 170469 b,Radial Velocity,1145.00000000,,0.66000,
HD 171028 b,Radial Velocity,550.00000000,,2.62000,
HD 171238 b,Radial Velocity,1532.00000000,,2.72000,
HD 173416 b,Radial Velocity,323.60000000,,2.70000,
HD 175167 b,Radial Velocity,1290.00000000,,8.97000,
HD 175541 b,Radial Velocity,298.43000000,,0.59800,
Kepler-123 b,Transit,17.23236600,0.262,,
Kepler-123 c,Transit,26.69507400,0.132,,
Kepler-124 b,Transit,3.41049300,0.065,,
Kepler-124 c,Transit,13.82137500,0.156,,
Kepler-124 d,Transit,30.95085100,0.099,,
Kepler-125 b,Transit,4.16438900,0.211,,
Kepler-125 c,Transit,5.77446400,0.066,,
Kepler-126 b,Transit,10.49571100,0.136,,
Kepler-126 c,Transit,21.86974100,0.141,,
Kepler-126 d,Transit,100.28313400,0.223,,
Kepler-127 b,Transit,14.43588900,0.125,,
Kepler-127 c,Transit,29.39319500,0.237,,
Kepler-127 d,Transit,48.63040800,0.236,,
Kepler-128 b,Transit,15.09000000,0.128,0.00242,1.46000
Kepler-128 c,Transit,22.80400000,0.120,0.00283,2.07000
Kepler-129 b,Transit,15.79186000,0.211,,
Kepler-129 c,Transit,82.20017000,0.227,,
Kepler-130 b,Transit,8.45745800,0.091,,
Kepler-199 c,Transit,67.09340800,0.290,,
Kepler-200 b,Transit,8.59480500,0.190,,
Kepler-200 c,Transit,10.22215700,0.142,,
Kepler-201 b,Transit,25.67208300,0.219,,
Kepler-201 c,Transit,151.88405800,0.254,,
Kepler-202 b,Transit,4.06942700,0.145,,
Kepler-202 c,Transit,16.28249300,0.165,,
Kepler-203 b,Transit,3.16269700,0.229,,
Kepler-203 c,Transit,5.37064700,0.220,,
Kepler-203 d,Transit,11.32972000,0.128,,
Kepler-204 b,Transit,14.40097400,0.226,,
Kepler-204 c,Transit,25.66059300,0.160,,
Kepler-205 b,Transit,2.75564000,0.135,,
Kepler-205 c,Transit,20.30654600,0.146,,
Kepler-206 b,Transit,7.78198700,0.107,,
Kepler-206 c,Transit,13.13747100,0.158,,
Kepler-206 d,Transit,23.44281000,0.106,,
Kepler-207 b,Transit,1.61186500,0.140,,
HD 60532 c,Radial Velocity,600.10000000,,2.51000,
HD 62509 b,Radial Velocity,589.64000000,,2.30000,
HD 63454 b,Radial Velocity,2.81805000,,0.25000,
HD 63765 b,Radial Velocity,358.00000000,,0.53000,
HD 65216 b,Radial Velocity,577.60000000,,1.29500,
HD 65216 c,Radial Velocity,5370.00000000,,2.03000,
HD 66141 b,Radial Velocity,480.50000000,,6.00000,
HD 66428 b,Radial Velocity,2263.12000000,,3.20400,
HD 67087 b,Radial Velocity,352.20000000,,3.06000,
HD 67087 c,Radial Velocity,2374.00000000,,4.85000,
HD 68988 b,Radial Velocity,6.27711000,,1.97000,
HD 69830 b,Radial Velocity,8.66700000,,0.03210,
HD 69830 c,Radial Velocity,31.56000000,,0.03710,
HD 69830 d,Radial Velocity,197.00000000,,0.05700,
HD 70573 b,Radial Velocity,851.80000000,,6.10000,
HD 70642 b,Radial Velocity,2124.54000000,,1.99300,
HD 72659 b,Radial Velocity,3658.00000000,,3.85000,
HD 73267 b,Radial Velocity,1245.36000000,,3.09700,
HD 177830 b,Radial Velocity,410.10001000,,1.69000,
HD 177830 c,Radial Velocity,110.90000000,,0.15000,
HD 178911 B b,Radial Velocity,71.48400000,,8.03000,
HD 179079 b,Radial Velocity,14.47900000,,0.08100,
HD 179949 b,Radial Velocity,3.09251400,,0.91600,
HD 180314 b,Radial Velocity,396.03000000,,20.13000,
HD 180902 b,Radial Velocity,510.90000000,,1.68500,
HD 181342 b,Radial Velocity,564.10000000,,2.54000,
HD 181433 b,Radial Velocity,9.37430000,,0.02000,
HD 181433 c,Radial Velocity,962.00000000,,0.64000,
HD 181433 d,Radial Velocity,2172.00000000,,0.54000,
HD 181720 b,Radial Velocity,956.00000000,,0.40000,
HD 183263 b,Radial Velocity,626.51599000,,3.95000,
HD 212301 b,Radial Velocity,2.24571000,,0.51000,
HD 213240 b,Radial Velocity,882.70001000,,5.58000,
HD 215497 b,Radial Velocity,3.93404000,,0.02000,
HD 215497 c,Radial Velocity,567.94000000,,0.33000,
HD 216435 b,Radial Velocity,1311.00000000,,1.26000,
Kepler-130 c,Transit,27.50868000,0.259,,
Kepler-130 d,Transit,87.51790500,0.146,,
Kepler-131 b,Transit,16.09200000,0.215,0.05100,6.00000
Kepler-131 c,Transit,25.51690000,0.075,0.02600,77.70000
Kepler-132 b,Transit,6.17819600,0.108,,
Kepler-132 c,Transit,6.41491400,0.114,,
Kepler-132 d,Transit,18.01019900,0.138,,
Kepler-133 b,Transit,8.12997600,0.157,,
Kepler-133 c,Transit,31.51758600,0.253,,
Kepler-134 b,Transit,5.31742900,0.178,,
Kepler-134 c,Transit,10.10578500,0.112,,
Kepler-135 b,Transit,6.00253000,0.161,,
Kepler-135 c,Transit,11.44870800,0.103,,
Kepler-136 b,Transit,11.57890000,0.183,,
Kepler-136 c,Transit,16.39923500,0.178,,
Kepler-137 b,Transit,8.43638700,0.131,,
Kepler-137 c,Transit,18.73575300,0.168,,
Kepler-138 b,Transit,10.31260000,0.047,0.00021,2.60000
Kepler-207 c,Transit,3.07157100,0.134,,
Kepler-207 d,Transit,5.86807500,0.295,,
Kepler-208 b,Transit,4.22864000,0.145,,
Kepler-208 c,Transit,7.46662300,0.124,,
Kepler-208 d,Transit,11.13178600,0.107,,
Kepler-208 e,Transit,16.25945800,0.132,,
Kepler-209 b,Transit,16.08784500,0.202,,
Kepler-209 c,Transit,41.74988200,0.277,,
Kepler-210 b,Transit,2.45323400,0.262,,
Kepler-210 c,Transit,7.97251300,0.323,,
Kepler-211 b,Transit,4.13857500,0.112,,
Kepler-211 c,Transit,6.04045000,0.115,,
Kepler-212 b,Transit,16.25758200,0.097,,
Kepler-212 c,Transit,31.80517400,0.244,,
Kepler-213 b,Transit,2.46236000,0.145,,
Kepler-213 c,Transit,4.82296200,0.209,,
HAT-P-36 b,Transit,1.32734683,1.277,1.84820,1.17500
HAT-P-37 b,Transit,2.79743600,1.178,1.16900,0.89000
HD 73526 b,Radial Velocity,188.30000000,,3.08000,
HD 73526 c,Radial Velocity,379.10000000,,2.25000,
HD 73534 b,Radial Velocity,1750.00000000,,1.11200,
HD 74156 b,Radial Velocity,51.64500000,,1.80000,
HD 74156 c,Radial Velocity,2473.00000000,,8.06000,
HD 75289 b,Radial Velocity,3.50927000,,0.49000,
HD 75784 b,Radial Velocity,341.20000000,,1.00000,
HD 75898 b,Radial Velocity,422.90000000,,2.71000,
HD 76700 b,Radial Velocity,3.97097000,,0.21000,
HD 77338 b,Radial Velocity,5.73610000,,0.06000,
HD 79498 b,Radial Velocity,1807.00000000,,1.34000,
HD 80606 b,Radial Velocity,111.43670000,1.070,4.38000,
HD 81040 b,Radial Velocity,1001.70001000,,7.27000,
HD 81688 b,Radial Velocity,184.02000000,,2.70000,
HD 82943 b,Radial Velocity,441.47000000,,1.68100,
HD 82943 c,Radial Velocity,220.07800000,,1.95900,
HD 82886 b,Radial Velocity,705.00000000,,2.33000,
HD 83443 b,Radial Velocity,2.98570000,,0.34000,
HD 216437 b,Radial Velocity,1334.28000000,,2.22300,
HD 216536 b,Radial Velocity,148.60001000,,1.05000,
HD 216770 b,Radial Velocity,118.45000000,,0.57000,
HD 217107 b,Radial Velocity,7.12682000,,1.30000,
HD 217107 c,Radial Velocity,4270.00000000,,2.60000,
HD 217786 b,Radial Velocity,1319.00000000,,13.00000,
HD 218566 b,Radial Velocity,225.70000000,,0.20000,
HD 219077 b,Radial Velocity,5501.00000000,,10.39000,
HD 219415 b,Radial Velocity,2093.30000000,,1.00000,
HD 219828 b,Radial Velocity,3.83492000,,0.06600,
HD 220074 b,Radial Velocity,672.09998000,,16.64000,
HD 220689 b,Radial Velocity,2266.40000000,,1.11800,
HD 220773 b,Radial Velocity,3724.70000000,,1.45000,
HD 221287 b,Radial Velocity,456.10000000,,3.09000,
HD 222155 b,Radial Velocity,3999.00000000,,2.12000,
HD 222582 b,Radial Velocity,572.38000000,,8.37000,
HD 224693 b,Radial Velocity,26.69040000,,0.70000,
HD 231701 b,Radial Velocity,141.63000000,,1.13000,
Kepler-1298 b,Transit,7.12811928,0.117,,
Kepler-1299 b,Transit,19.94008740,0.266,,
Kepler-1300 b,Transit,22.24190920,0.122,,
Kepler-1301 b,Transit,9.08237046,0.125,,
Kepler-1302 b,Transit,8.83922659,0.128,,
Kepler-1303 b,Transit,7.56127224,0.127,,
Kepler-1304 b,Transit,16.12888530,0.204,,
Kepler-1305 b,Transit,13.56309720,0.168,,
Kepler-1306 b,Transit,16.29595382,0.170,,
Kepler-1307 b,Transit,18.01621096,0.220,,
Kepler-1308 b,Transit,2.10433812,0.046,,
Kepler-1309 b,Transit,28.84326470,0.211,,
Kepler-1310 b,Transit,0.67933627,0.128,,
Kepler-1311 b,Transit,11.17269940,0.111,,
Kepler-1311 c,Transit,2.53573424,0.109,,
Kepler-1312 b,Transit,5.44832529,0.187,,
Kepler-1313 b,Transit,3.83309118,0.157,,
Kepler-1314 b,Transit,5.42474928,0.456,,
Kepler-398 d,Transit,6.83437001,0.079,,
Kepler-1315 b,Transit,0.84338011,0.123,,
Kepler-995 b,Transit,28.26731672,0.241,,
Kepler-996 b,Transit,3.77059058,0.177,,
Kepler-997 b,Transit,2.70730672,0.121,,
Kepler-998 b,Transit,5.65377733,0.207,,
Kepler-999 b,Transit,5.99185702,0.209,,
Kepler-1000 b,Transit,120.01812720,0.425,,
Kepler-1001 b,Transit,14.30511983,0.281,,
Kepler-1002 b,Transit,4.33642933,0.153,,
Kepler-1003 b,Transit,3.55485691,0.159,,
Kepler-1004 b,Transit,5.28789787,0.560,,
Kepler-1005 b,Transit,6.49801525,0.134,,
Kepler-1006 b,Transit,19.76172042,0.137,,
Kepler-1007 b,Transit,5.18500207,0.128,,
Kepler-1008 b,Transit,12.43931193,0.114,,
Kepler-1009 b,Transit,11.35011917,0.194,,
Kepler-1010 b,Transit,34.26857050,0.207,,
Kepler-1011 b,Transit,5.75322197,0.256,,
Kepler-1012 b,Transit,5.50860439,0.115,,
Kepler-1013 b,Transit,18.93054959,0.192,,
Kepler-235 b,Transit,3.34022200,0.199,,
Kepler-235 c,Transit,7.82490400,0.114,,
Kepler-235 d,Transit,20.06054800,0.183,,
Kepler-235 e,Transit,46.18366900,0.198,,
Kepler-236 b,Transit,8.29561100,0.140,,
Kepler-236 c,Transit,23.96812700,0.178,,
Kepler-237 b,Transit,4.71510600,0.126,,
K2-4 b,Transit,10.00341700,0.187,,
K2-5 b,Transit,5.73594000,0.170,,
K2-5 c,Transit,10.93241000,0.202,,
K2-6 b,Transit,30.94191000,0.223,,
K2-7 b,Transit,28.67992000,0.238,,
K2-8 b,Transit,10.35239000,0.319,,
K2-9 b,Transit,18.44980000,0.201,,
K2-19 b,Transit,7.91940000,0.691,,
K2-19 c,Transit,11.90715000,0.434,,
K2-10 b,Transit,19.30440000,0.343,0.08495,2.60000
K2-11 b,Transit,39.93767000,0.674,,
K2-12 b,Transit,8.28212000,0.208,,
Kepler-1264 b,Transit,0.96852602,0.105,,
Kepler-1265 b,Transit,6.49441289,0.120,,
Kepler-1266 b,Transit,28.47474800,0.230,,
Kepler-1267 b,Transit,13.03139450,0.269,,
Kepler-1268 b,Transit,40.99039860,0.181,,
Kepler-436 c,Transit,16.79713874,0.208,,
Kepler-1269 b,Transit,37.33315360,0.145,,
Kepler-1270 b,Transit,6.03356196,0.296,,
Kepler-1271 b,Transit,3.02559550,0.132,,
Kepler-1272 b,Transit,51.13097040,0.211,,
Kepler-1273 b,Transit,28.62565300,0.222,,
Kepler-1274 b,Transit,6.98152703,0.127,,
HATS-17 b,Transit,16.25461100,0.777,1.33800,3.50000
TRAPPIST-1 b,Transit,1.51087081,0.097,0.00267,3.60000
TRAPPIST-1 c,Transit,2.42182330,0.094,0.00434,6.45000
TRAPPIST-1 d,Transit,4.04961000,0.069,0.00129,4.90000
K2-34 b,Transit,2.99563300,1.245,,
Kepler-461 b,Transit,8.31378306,0.230,,
Kepler-462 b,Transit,84.68660000,0.268,0.16959,9.30000
Kepler-463 b,Transit,8.98101683,0.272,,
Kepler-464 b,Transit,7.25696522,0.294,,
Kepler-465 b,Transit,9.94067247,0.263,,
Kepler-466 b,Transit,51.07926307,0.254,,
Kepler-466 c,Transit,3.70921385,0.112,,
Kepler-467 b,Transit,24.99324193,0.201,,
Kepler-468 b,Transit,38.47875707,1.190,,
Kepler-470 b,Transit,24.66919569,1.288,,
Kepler-471 b,Transit,5.01423457,1.335,,
Kepler-472 b,Transit,4.17625551,0.287,,
Kepler-473 b,Transit,14.55731705,0.364,,
Kepler-474 b,Transit,5.66067294,0.273,,
Kepler-475 b,Transit,3.10550819,0.222,,
Kepler-476 b,Transit,14.00640607,0.275,,
Kepler-477 b,Transit,11.11990653,0.185,,
Kepler-478 b,Transit,13.22175760,0.242,,
Kepler-479 b,Transit,12.49341307,0.189,,
Kepler-480 b,Transit,4.91958380,0.248,,
Kepler-481 b,Transit,10.06082567,0.223,,
Kepler-482 b,Transit,56.35418576,0.211,,
Kepler-483 b,Transit,30.22910400,0.286,,
Kepler-458 c,Transit,20.74028413,0.375,,
Kepler-484 b,Transit,10.04556931,0.203,,
Kepler-485 b,Transit,3.24325980,1.286,,
Kepler-486 b,Transit,30.36044667,0.981,,
Kepler-487 b,Transit,15.35876840,1.019,,
Kepler-487 c,Transit,38.65199760,0.239,,
Kepler-488 b,Transit,3.12082923,1.409,,
Kepler-489 b,Transit,17.27629612,0.689,,
Kepler-490 b,Transit,3.26869515,1.039,,
Kepler-491 b,Transit,4.22538451,0.796,,
Kepler-492 b,Transit,11.72012266,0.856,,
Kepler-493 b,Transit,3.00387658,1.350,,
Kepler-494 b,Transit,8.02511821,0.637,,
Kepler-495 b,Transit,3.41303622,0.467,,
Kepler-496 b,Transit,8.30864937,0.207,,
Kepler-497 b,Transit,3.57320367,0.539,,
Kepler-498 b,Transit,9.61375356,0.270,,
Kepler-499 b,Transit,5.63252845,0.194,,
Kepler-500 b,Transit,8.50832440,0.230,,
Kepler-501 b,Transit,5.64067757,0.384,,
Kepler-502 b,Transit,4.28686431,0.426,,
Kepler-504 b,Transit,9.54927542,0.142,,
Kepler-505 b,Transit,27.52197994,0.232,,
Kepler-506 b,Transit,6.88340550,0.244,,
Kepler-157 d,Transit,7.02573474,0.130,,
Kepler-555 b,Transit,16.21775407,0.252,,
Kepler-556 b,Transit,11.72292176,0.200,,
Kepler-557 b,Transit,3.70598955,0.238,,
Kepler-558 b,Transit,29.00790538,0.211,,
Kepler-559 b,Transit,17.58752333,0.322,,
Kepler-560 b,Transit,18.47764449,0.153,,
Kepler-561 b,Transit,58.36204950,0.621,,
Kepler-561 c,Transit,5.35016198,0.239,,
Kepler-562 b,Transit,18.00931444,0.465,,
Kepler-563 b,Transit,22.18432708,0.276,,
Kepler-564 b,Transit,3.75083228,0.413,,
Kepler-565 b,Transit,4.24374723,0.325,,
Kepler-566 b,Transit,18.42794624,0.192,,
Kepler-567 b,Transit,16.54297375,0.201,,
Kepler-568 b,Transit,11.02347475,0.202,,
Kepler-569 b,Transit,34.18890521,0.282,,
Kepler-570 b,Transit,4.30166200,0.219,,
Kepler-166 d,Transit,1.55400393,0.154,,
Kepler-571 b,Transit,4.79859939,0.236,,
Kepler-572 b,Transit,17.20523483,0.230,,
Kepler-573 b,Transit,22.18329658,0.249,,
Kepler-574 b,Transit,7.65880414,0.213,,
Kepler-575 b,Transit,9.37891944,0.213,,
Kepler-576 b,Transit,29.91136794,0.292,,
Kepler-577 b,Transit,25.69578251,0.227,,
Kepler-578 b,Transit,1.61688370,0.178,,
Kepler-579 b,Transit,9.66857723,0.178,,
Kepler-80 f,Transit,0.98678730,0.108,,
Kepler-580 b,Transit,8.22241966,0.229,,
Kepler-581 b,Transit,40.60698210,0.235,,
Kepler-582 b,Transit,18.49235668,0.328,,
Kepler-507 b,Transit,3.56809693,0.116,,
Kepler-508 b,Transit,25.30889748,0.146,,
Kepler-509 b,Transit,41.74600392,0.222,,
Kepler-510 b,Transit,19.55659418,0.220,,
Kepler-132 e,Transit,110.28693740,0.105,,
Kepler-511 b,Transit,296.63786500,0.567,,
Kepler-512 b,Transit,34.43587975,0.240,,
Kepler-513 b,Transit,28.86235584,0.196,,
Kepler-514 b,Transit,5.65179605,0.153,,
Kepler-515 b,Transit,19.96371318,0.130,,
Kepler-516 b,Transit,24.85462415,0.512,,
Kepler-517 b,Transit,60.92832271,0.238,,
Kepler-518 b,Transit,8.51203588,0.188,,
Kepler-519 b,Transit,24.30789460,0.187,,
Kepler-520 b,Transit,19.67416124,0.148,,
Kepler-520 c,Transit,5.21104261,0.095,,
Kepler-521 b,Transit,22.20813214,0.284,,
Kepler-522 b,Transit,38.58422849,0.616,,
Kepler-523 b,Transit,5.83598311,0.175,,
Kepler-524 b,Transit,7.97419807,0.170,,
Kepler-524 c,Transit,1.88897906,0.086,,
Kepler-525 b,Transit,18.68404933,0.235,,
Kepler-526 b,Transit,5.45849832,0.178,,
Kepler-527 b,Transit,13.28535633,0.253,,
Kepler-528 b,Transit,19.78297415,0.186,,
Kepler-529 b,Transit,1.98035766,0.166,,
Kepler-529 c,Transit,12.83450220,0.178,,
Kepler-530 b,Transit,39.30941904,0.269,,
Kepler-531 b,Transit,29.88485741,0.248,,
Kepler-532 b,Transit,12.92491623,0.229,,
Kepler-533 b,Transit,28.51120525,0.302,,
Kepler-534 b,Transit,15.95994513,0.200,,
Kepler-535 b,Transit,4.90332155,0.211,,
Kepler-536 b,Transit,1.82708230,0.277,,
Kepler-537 b,Transit,3.24755522,0.126,,
Kepler-538 b,Transit,81.73778000,0.198,0.03335,5.40000
Kepler-539 b,Transit,125.63243000,0.747,0.97000,2.90000
Kepler-540 b,Transit,172.70497840,0.242,,
Kepler-541 b,Transit,5.08005848,0.300,,
Kepler-542 b,Transit,13.14497566,0.140,,
Kepler-543 b,Transit,13.89961966,0.223,,
Kepler-544 b,Transit,21.41616926,0.189,,
Kepler-148 d,Transit,51.84688575,0.774,,
Kepler-545 b,Transit,13.24934059,0.240,,
Kepler-546 b,Transit,4.14702026,0.624,,
Kepler-547 b,Transit,6.01038429,0.357,,
Kepler-548 b,Transit,4.45419434,1.070,,
Kepler-549 b,Transit,42.94956490,0.229,,
Kepler-549 c,Transit,117.04049800,0.261,,
Kepler-550 b,Transit,8.60010411,0.394,,
Kepler-551 b,Transit,12.37646610,0.244,,
Kepler-552 b,Transit,5.26341577,0.352,,
Kepler-553 b,Transit,4.03046804,0.413,,
Kepler-553 c,Transit,328.23995460,0.999,,
Kepler-154 d,Transit,20.54981883,0.343,,
Kepler-154 e,Transit,3.93276465,0.134,,
Kepler-154 f,Transit,9.91935684,0.134,,
Kepler-554 b,Transit,1.90220856,0.383,,
KELT-8 b,Transit,3.24406000,1.620,0.66000,
KELT-6 c,Radial Velocity,1276.00000000,,3.71000,
K2-22 b,Transit,0.38107800,0.223,1.40000,
WASP-47 c,Radial Velocity,588.50000000,,1.25287,
WASP-47 d,Transit,9.03077000,0.319,0.04122,1.58000
WASP-47 e,Transit,0.78959200,0.161,0.02149,6.35000
WASP-41 c,Radial Velocity,421.00000000,,3.18000,
HD 11755 b,Radial Velocity,433.70001000,,5.63000,
HD 12648 b,Radial Velocity,133.60001000,,1.96000,
HD 24064 b,Radial Velocity,535.59998000,,12.89000,
8 UMi b,Radial Velocity,93.40000000,,1.31000,
Kepler-623 b,Transit,9.07097734,0.269,,
HD 155233 b,Radial Velocity,818.80000000,,2.60000,
Kepler-583 b,Transit,6.51002530,0.203,,
Kepler-584 b,Transit,35.18103040,0.376,,
Kepler-585 b,Transit,2.75235975,0.252,,
Kepler-176 e,Transit,51.16579000,0.129,,
Kepler-586 b,Transit,2.10472218,0.249,,
Kepler-587 b,Transit,10.94027841,0.199,,
Kepler-588 b,Transit,4.22162536,0.235,,
Kepler-589 b,Transit,16.54964934,0.203,,
Kepler-590 b,Transit,5.85296257,0.359,,
Kepler-591 b,Transit,81.16942990,0.302,,
Kepler-592 b,Transit,2.82019241,0.213,,
Kepler-593 b,Transit,21.21708973,0.256,,
Kepler-594 b,Transit,13.64618192,0.194,,
Kepler-595 b,Transit,25.30292332,0.340,,
Kepler-596 b,Transit,21.30022655,0.309,,
Kepler-597 b,Transit,13.02365861,0.211,,
Kepler-598 b,Transit,3.70175428,0.134,,
Kepler-599 b,Transit,15.65562652,0.253,,
Kepler-600 b,Transit,23.67517607,0.259,,
Kepler-601 b,Transit,5.37886844,0.170,,
Kepler-602 b,Transit,15.28469497,0.186,,
Kepler-603 b,Transit,21.05358596,0.236,,
Kepler-603 c,Transit,127.90757740,0.580,,
Kepler-603 d,Transit,6.21712920,0.118,,
Kepler-604 b,Transit,25.85501786,0.231,,
Kepler-605 b,Transit,3.38353807,0.128,,
Kepler-605 c,Transit,2.35895152,0.077,,
Kepler-606 b,Transit,24.31575992,0.295,,
Kepler-607 b,Transit,0.63816320,0.078,,
Kepler-608 b,Transit,6.41251504,0.325,,
Kepler-609 b,Transit,6.52121067,0.299,,
Kepler-610 b,Transit,6.99692655,0.374,,
Kepler-610 c,Transit,151.86392000,0.294,,
Kepler-191 d,Transit,5.94504102,0.203,,
Kepler-611 b,Transit,2.43703330,0.147,,
Kepler-192 d,Transit,6.47027579,0.091,,
Kepler-612 b,Transit,3.72215641,0.253,,
Kepler-613 b,Transit,15.77979614,0.204,,
Kepler-614 b,Transit,14.03491514,0.213,,
Kepler-615 b,Transit,10.35584657,0.155,,
Kepler-616 b,Transit,9.99761851,0.217,,
Kepler-616 c,Transit,90.41135560,0.304,,
Kepler-617 b,Transit,1.68269615,0.118,,
Kepler-618 b,Transit,3.59576964,0.232,,
Kepler-619 b,Transit,5.40427220,0.282,,
Kepler-619 c,Transit,1.20846503,0.151,,
Kepler-620 b,Transit,12.91375431,0.296,,
Kepler-621 b,Transit,2.62811375,0.205,,
Kepler-622 b,Transit,14.28226676,0.190,,
HD 143105 b,Radial Velocity,2.19740000,,1.21000,
HIP 109600 b,Radial Velocity,232.08000000,,2.68000,
HD 35759 b,Radial Velocity,82.46700000,,3.76000,
HIP 109384 b,Radial Velocity,499.48000000,,1.56000,
HD 220842 b,Radial Velocity,218.47000000,,3.18000,
HD 12484 b,Radial Velocity,58.83000000,,2.98000,
HIP 65407 b,Radial Velocity,28.12500000,,0.42800,
HIP 65407 c,Radial Velocity,67.30000000,,0.78400,
HD 141399 b,Radial Velocity,94.44000000,,0.45100,
HD 141399 c,Radial Velocity,201.99000000,,1.33000,
HD 141399 d,Radial Velocity,1069.80000000,,1.18000,
HD 141399 e,Radial Velocity,5000.00000000,,0.66000,
KELT-4 A b,Transit,2.98959320,1.699,0.90200,0.22800
K2-28 b,Transit,2.26045500,0.207,,
K2-19 d,Transit,2.50856000,0.102,,
K2-31 b,Transit,1.25785000,1.060,1.77400,
K2-32 b,Transit,8.99182800,0.443,,
K2-32 d,Transit,31.71420000,0.292,,
K2-32 c,Transit,20.66186000,0.244,,
K2-21 b,Transit,9.32503800,0.164,,
K2-21 c,Transit,15.50192000,0.222,,
K2-30 b,Transit,4.09850300,1.039,0.57900,0.64000
51 Eri b,Imaging,11688.00000000,,,
Kepler-751 b,Transit,17.44490636,0.219,,
Kepler-752 b,Transit,18.82747265,0.251,,
Kepler-753 b,Transit,5.74772501,0.170,,
Kepler-754 b,Transit,14.55962370,0.179,,
Kepler-755 b,Transit,1.26909037,0.157,,
Kepler-755 c,Transit,2.85313364,0.112,,
Kepler-756 b,Transit,1.22486632,0.100,,
Kepler-757 b,Transit,1.02267882,0.121,,
Kepler-758 b,Transit,12.10971040,0.221,,
Kepler-758 c,Transit,4.75793986,0.151,,
Kepler-758 d,Transit,20.49661970,0.189,,
Kepler-758 e,Transit,8.19347190,0.136,,
Kepler-759 b,Transit,41.80598500,0.203,,
Kepler-760 b,Transit,8.70419416,0.273,,
Kepler-760 c,Transit,2.46697439,0.132,,
Kepler-761 b,Transit,10.12804789,0.181,,
WASP-124 b,Transit,3.37265000,1.240,0.60000,0.43000
WASP-126 b,Transit,3.28883000,,0.28411,
WASP-129 b,Transit,5.74814500,0.930,1.00000,1.60000
WASP-119 b,Transit,2.49979000,1.400,1.23000,0.70000
WASP-133 b,Transit,2.17642300,1.210,1.16000,0.88000
Kepler-198 d,Transit,1.31184443,0.136,,
Kepler-624 b,Transit,14.58649607,0.206,,
Kepler-625 b,Transit,7.75192492,0.178,,
Kepler-625 c,Transit,4.16536510,0.094,,
Kepler-626 b,Transit,14.48585199,0.204,,
Kepler-627 b,Transit,40.69944430,0.333,,
Kepler-628 b,Transit,15.45805670,0.749,,
Kepler-629 b,Transit,7.23858540,0.123,,
Kepler-630 b,Transit,161.47439370,0.284,,
Kepler-631 b,Transit,17.97979059,0.259,,
Kepler-632 b,Transit,30.99660733,0.197,,
Kepler-633 b,Transit,8.50340718,0.145,,
Kepler-634 b,Transit,5.16950177,0.169,,
Kepler-635 b,Transit,23.44971004,0.236,,
Kepler-636 b,Transit,16.08066115,0.397,,
Kepler-685 b,Transit,1.62552220,0.944,,
Kepler-686 b,Transit,1.59474546,1.084,,
Kepler-687 b,Transit,20.50586978,0.314,,
Kepler-684 b,Transit,6.77030201,0.300,,
Kepler-688 b,Transit,3.89593684,0.871,,
Kepler-689 b,Transit,22.36656079,0.258,,
Kepler-690 b,Transit,7.74809437,0.531,,
Kepler-691 b,Transit,8.11437900,0.186,,
Kepler-692 b,Transit,21.81293494,0.277,,
Kepler-693 b,Transit,15.37563332,0.908,,
Kepler-694 b,Transit,6.36584161,0.250,,
Kepler-695 b,Transit,3.04033042,0.822,,
Kepler-696 b,Transit,4.19042557,0.548,,
Kepler-697 b,Transit,3.70987065,0.368,,
Kepler-698 b,Transit,16.32976218,0.328,,
Kepler-699 b,Transit,27.80756293,1.259,,
Kepler-700 b,Transit,80.87206390,0.534,,
Kepler-701 b,Transit,10.35533177,0.253,,
Kepler-702 b,Transit,10.52629406,0.818,,
Kepler-762 b,Transit,3.77055210,1.131,,
Kepler-763 b,Transit,1.19655156,0.109,,
Kepler-764 b,Transit,7.33683936,0.146,,
